455,477,1.4786e+12,1.4786e+12,-11.23,-11.229
477,578,1.4786e+12,1.4786e+12,-11.229,-11.215
32469,34352,1.4786e+12,1.4786e+12,-9.096,-8.9646
34352,34373,1.4786e+12,1.4786e+12,-8.9646,-8.9642
41226,41391,1.4786e+12,1.4786e+12,-8.5125,-8.4972
41391,41521,1.4786e+12,1.4786e+12,-8.4972,-8.4826
44244,44403,1.4786e+12,1.4786e+12,-8.3122,-8.297
60436,62018,1.4786e+12,1.4786e+12,-7.2298,-7.116
74055,74223,1.4786e+12,1.4786e+12,-6.3153,-6.3125
74223,75753,1.4786e+12,1.4786e+12,-6.3125,-6.1995
96882,96994,1.4786e+12,1.4786e+12,-4.7974,-4.7955
97346,98978,1.4786e+12,1.4786e+12,-4.7646,-4.6624
98978,99115,1.4786e+12,1.4786e+12,-4.6624,-4.6477
1.0146e+05,1.035e+05,1.4786e+12,1.4786e+12,-4.4961,-4.3495
1.2391e+05,1.2543e+05,1.4786e+12,1.4786e+12,-2.9968,-2.8965
1.6025e+05,1.6179e+05,1.4786e+12,1.4786e+12,-0.57879,-0.46555
1.6478e+05,1.6493e+05,1.4786e+12,1.4786e+12,-0.2658,-0.26315
1.6637e+05,1.664e+05,1.4786e+12,1.4786e+12,-0.16415,-0.1638
1.7006e+05,1.7023e+05,1.4786e+12,1.4786e+12,0.084766,0.0876
1.7277e+05,1.729e+05,1.4786e+12,1.4786e+12,0.26748,0.26968
2.0336e+05,2.0497e+05,1.4786e+12,1.4786e+12,2.3023,2.4041
2.0806e+05,2.0808e+05,1.4786e+12,1.4786e+12,2.6181,2.6184
2.1022e+05,2.1185e+05,1.4786e+12,1.4786e+12,2.7541,2.8688
2.2678e+05,2.2692e+05,1.4786e+12,1.4786e+12,3.8676,3.87
2.2772e+05,2.2792e+05,1.4786e+12,1.4786e+12,3.9209,3.9366
2.2831e+05,2.285e+05,1.4786e+12,1.4786e+12,3.9681,3.9713
2.3293e+05,2.3479e+05,1.4786e+12,1.4786e+12,4.2701,4.4011
2.3546e+05,2.3761e+05,1.4786e+12,1.4786e+12,4.4373,4.5856
2.7123e+05,2.7275e+05,1.4786e+12,1.4786e+12,6.8209,6.9339
2.8124e+05,2.8351e+05,1.4786e+12,1.4786e+12,7.4879,7.6507
2.8551e+05,2.8996e+05,1.4786e+12,1.4786e+12,7.784,8.0707
2.9077e+05,2.9093e+05,1.4786e+12,1.4786e+12,8.1342,8.1369
2.9175e+05,2.9191e+05,1.4786e+12,1.4786e+12,8.1879,8.2032
2.9354e+05,2.9519e+05,1.4786e+12,1.4786e+12,8.3179,8.4203
2.9671e+05,2.9678e+05,1.4786e+12,1.4786e+12,8.5206,8.5344
3.0487e+05,3.0505e+05,1.4786e+12,1.4786e+12,9.0691,9.0847
3.1174e+05,3.1186e+05,1.4786e+12,1.4786e+12,9.5212,9.5356
3.1555e+05,3.1572e+05,1.4786e+12,1.4786e+12,9.7846,9.7875
3.4731e+05,3.4748e+05,1.4786e+12,1.4786e+12,11.902,11.904
3.6999e+05,3.7012e+05,1.4786e+12,1.4786e+12,13.405,13.419
4.0423e+05,4.0599e+05,1.4786e+12,1.4786e+12,15.688,15.805
4.0876e+05,4.0893e+05,1.4786e+12,1.4786e+12,16.001,16.004
4.1035e+05,4.1295e+05,1.4786e+12,1.4786e+12,16.102,16.271
4.1333e+05,4.1351e+05,1.4786e+12,1.4786e+12,16.302,16.317
4.1351e+05,4.1369e+05,1.4786e+12,1.4786e+12,16.317,16.32
4.1475e+05,4.1493e+05,1.4786e+12,1.4786e+12,16.388,16.403
4.1575e+05,4.1591e+05,1.4786e+12,1.4786e+12,16.455,16.47
4.1779e+05,4.1797e+05,1.4786e+12,1.4786e+12,16.601,16.604
4.1797e+05,4.1815e+05,1.4786e+12,1.4786e+12,16.604,16.62
4.1954e+05,4.1969e+05,1.4786e+12,1.4786e+12,16.718,16.72
4.2108e+05,4.2126e+05,1.4786e+12,1.4786e+12,16.818,16.834
4.2126e+05,4.2142e+05,1.4786e+12,1.4786e+12,16.834,16.837
4.2374e+05,4.2391e+05,1.4786e+12,1.4786e+12,16.988,17.003
4.2431e+05,4.2451e+05,1.4786e+12,1.4786e+12,17.035,17.051
4.298e+05,4.2998e+05,1.4786e+12,1.4786e+12,17.401,17.404
4.3158e+05,4.3176e+05,1.4786e+12,1.4786e+12,17.518,17.534
4.3176e+05,4.3194e+05,1.4786e+12,1.4786e+12,17.534,17.537
4.3358e+05,4.3376e+05,1.4786e+12,1.4786e+12,17.652,17.667
4.3624e+05,4.3642e+05,1.4786e+12,1.4786e+12,17.821,17.837
4.3642e+05,4.3659e+05,1.4786e+12,1.4786e+12,17.837,17.852
4.3772e+05,4.379e+05,1.4786e+12,1.4786e+12,17.921,17.936
4.3949e+05,4.3967e+05,1.4786e+12,1.4786e+12,18.038,18.053
4.4002e+05,4.4019e+05,1.4786e+12,1.4786e+12,18.084,18.087
4.4126e+05,4.4143e+05,1.4786e+12,1.4786e+12,18.167,18.17
4.4143e+05,4.4161e+05,1.4786e+12,1.4786e+12,18.17,18.186
4.5071e+05,4.509e+05,1.4786e+12,1.4786e+12,18.787,18.803
4.5324e+05,4.5343e+05,1.4786e+12,1.4786e+12,18.955,18.97
