25.672,0.0011532,0.0056645,0.0077792,2,2
25.689,0.00049619,0.0054858,0.008011,2,2
25.706,-0.00038244,0.0054146,0.0087044,2,2
25.722,-0.00053601,0.0056793,0.0087164,2,2
25.739,-4.745e-05,0.0059563,0.0085981,2,2
25.756,4.7814e-05,0.005836,0.007983,2,2
25.772,0.00018245,0.0056761,0.0079027,2,2
25.789,-0.00016975,0.0057822,0.0085338,2,2
25.806,5.6764e-06,0.0058715,0.0082471,2,2
25.822,0.00018694,0.005711,0.0075803,2,2
25.839,5.2102e-05,0.0058627,0.0089957,2,2
25.856,-0.00016388,0.0058912,0.0089283,2,2
25.872,0.0001892,0.0058016,0.0083724,2,2
25.889,6.1928e-05,0.0059207,0.009013,2,2
25.906,3.8961e-05,0.0060957,0.0090352,2,2
25.922,0.00020567,0.0056013,0.0083403,2,2
25.939,-2.438e-05,0.0056273,0.0085316,2,2
25.956,0.00014424,0.0060729,0.0087554,2,2
25.972,0.00032117,0.0057372,0.0084211,2,2
25.989,0.00025209,0.0057942,0.0083859,2,2
26.006,0.00028222,0.0060803,0.0092721,2,2
26.022,0.00029025,0.0059136,0.0090456,2,2
26.039,0.00017974,0.0056607,0.0090054,2,2
26.056,0.00030141,0.0056018,0.009977,2,2
26.072,0.00021654,0.0054576,0.0088088,2,2
26.089,0.00036496,0.0053116,0.0085041,2,2
26.106,5.2009e-05,0.0056016,0.0089873,2,2
26.122,0.0003626,0.0054765,0.0091765,2,2
26.139,0.00049865,0.0057963,0.0078559,2,2
26.156,0.0002537,0.0058991,0.0092097,2,2
26.172,0.00021597,0.005838,0.0095061,2,2
26.189,0.00024843,0.00588,0.0081588,2,2
26.206,0.00056288,0.0050929,0.0080404,2,2
26.222,0.00012359,0.0051147,0.0086445,2,2
26.239,0.00025963,0.0052205,0.0074586,2,2
26.256,0.0004295,0.0049664,0.0071364,4,2
26.272,9.9753e-05,0.0051738,0.0078903,2,2
26.289,0.00026889,0.0055028,0.0086101,2,2
26.306,0.00035201,0.00533,0.0082371,2,2
26.322,0.00054965,0.0056716,0.0085911,2,2
26.339,0.00051573,0.0059066,0.0091644,2,2
26.356,0.00074227,0.0058944,0.0081799,2,2
26.372,0.00058922,0.0057249,0.0082884,2,2
26.389,0.00042697,0.0058834,0.0092865,2,2
26.406,0.00047302,0.0057942,0.0089802,2,2
26.422,0.00062183,0.0057364,0.0084739,2,2
26.439,0.0002719,0.0059997,0.0095813,2,2
26.456,0.00018756,0.0060327,0.010139,2,2
26.472,0.00054187,0.0058668,0.0092553,2,2
26.489,0.0004838,0.0058004,0.0096028,2,2
26.506,0.00038033,0.0059433,0.010236,2,2
26.522,0.00031228,0.0056744,0.0096373,2,2
26.539,0.00042039,0.0056848,0.0090073,2,2
26.556,0.00016633,0.0059452,0.0097232,2,2
26.572,0.00019821,0.0060574,0.0087898,2,2
26.589,0.00041871,0.0059454,0.0080593,2,2
26.606,0.00018467,0.0060806,0.0089927,2,2
26.622,0.00030049,0.0060315,0.0096343,2,2
26.639,0.00033661,0.0059126,0.0085765,2,2
26.656,0.0003236,0.005932,0.0093305,2,2
26.672,0.00014117,0.0061491,0.0095718,2,2
26.689,0.00037561,0.0059208,0.0090479,2,2
26.706,0.00034047,0.0057544,0.0088244,2,2
26.722,0.00044565,0.0059297,0.01018,2,2
26.739,0.00045617,0.005724,0.0095548,2,2
26.756,0.00040686,0.00554,0.0088602,2,2
26.772,0.00029377,0.0054049,0.01047,2,2
26.789,0.00040847,0.0057652,0.00958,2,2
26.806,0.00030169,0.0054174,0.0087522,2,2
26.822,0.00031347,0.0056063,0.0091018,2,2
26.839,0.00029499,0.0056845,0.0097929,2,2
26.856,0.00044216,0.0055635,0.0087586,2,2
26.872,0.00033993,0.0054995,0.0088562,2,2
26.889,0.0001592,0.0056652,0.0098909,2,2
26.905,0.00037395,0.005738,0.0089816,2,2
26.922,0.0003459,0.0055834,0.008577,2,2
26.939,0.00010744,0.0055992,0.009731,2,2
26.955,-8.2961e-05,0.0057432,0.0093688,2,2
26.972,0.00029173,0.0056021,0.0083091,2,2
26.989,0.00023464,0.0056367,0.0086478,2,2
27.005,0.0002954,0.0058171,0.0087268,2,2
27.022,0.00039332,0.0056602,0.0082691,2,2
27.039,0.00032468,0.0056308,0.0084984,2,2
27.055,0.00016328,0.0059816,0.0088664,2,2
27.072,0.00021516,0.0057799,0.0089406,2,2
27.089,-1.342e-05,0.0057174,0.0092811,2,2
27.105,0.00015839,0.0060116,0.0095444,2,2
27.122,9.052e-05,0.0057946,0.0094179,2,2
27.139,5.0536e-06,0.0057805,0.0098539,2,2
27.155,-0.00010439,0.005893,0.0098643,2,2
27.172,0.00015258,0.0058414,0.0099253,2,2
27.189,0.00018675,0.0059065,0.010381,2,2
27.205,8.3272e-05,0.0060609,0.010008,2,2
27.222,0.00024773,0.0058056,0.0099126,2,2
27.239,0.00034486,0.0057318,0.010615,2,2
27.255,-0.00020128,0.0057891,0.010239,2,2
27.272,-0.00013496,0.0057267,0.0096989,2,2
27.289,9.9617e-05,0.0056494,0.010515,2,2
27.305,-0.00041555,0.0059555,0.0097232,2,2
27.322,0.00021965,0.0059834,0.0087636,2,2
27.339,0.00039341,0.0058454,0.0095564,2,2
27.355,5.7489e-05,0.0057988,0.00958,2,2
27.372,0.00032896,0.0057611,0.0091484,2,2
27.389,0.00043974,0.0060183,0.0098255,2,2
27.405,-5.9555e-06,0.0063143,0.0093759,2,2
27.422,0.00020885,0.0063467,0.0090997,2,2
27.439,0.00039593,0.006073,0.010493,2,2
27.455,-0.00013833,0.0059259,0.010392,2,2
27.472,8.6918e-06,0.0060036,0.009673,2,2
27.489,0.00039795,0.0059774,0.010685,2,2
27.505,-0.00011351,0.0057196,0.010553,2,2
27.522,6.3974e-06,0.0059252,0.010196,2,2
27.539,-3.465e-05,0.0058545,0.010611,2,2
27.555,-1.0101e-05,0.0055239,0.01053,2,2
27.572,-0.0001168,0.0050831,0.010532,2,2
27.589,-0.0002491,0.0054336,0.0099619,2,2
27.605,-9.0033e-05,0.0052289,0.0095854,2,2
27.622,0.00028276,0.0056057,0.009875,2,2
27.639,-0.00010183,0.0055985,0.0099977,2,2
27.655,7.8866e-05,0.0059601,0.009648,2,2
27.672,0.00023566,0.0057121,0.010542,2,2
27.689,-0.00021696,0.005826,0.010258,2,2
27.705,-0.00032703,0.0056867,0.010327,2,2
27.722,-0.00021892,0.0057968,0.010687,2,2
27.739,-0.00013303,0.0056386,0.010282,2,2
27.755,-0.00010605,0.0055831,0.010061,2,2
27.772,0.0001743,0.0057268,0.010218,2,2
27.789,0.000273,0.0055606,0.0097894,2,2
27.805,8.5414e-05,0.0053802,0.0098418,2,2
27.822,3.843e-05,0.0059551,0.0099706,2,2
27.839,0.00040623,0.0059255,0.0097233,2,2
