9.2135,-0.002314,0.0042469,-0.0044924,2
9.2302,-0.0019561,0.0034911,-0.0047276,2
9.2468,-0.0016243,0.0035257,-0.0043331,2
9.2635,-0.0017277,0.0033144,-0.0050337,2
9.2802,-0.0016571,0.0039543,-0.0048468,2
9.2968,-0.0017095,0.0037298,-0.0052755,2
9.3135,-0.0016022,0.0039009,-0.0052984,2
9.3302,-0.0016063,0.0040189,-0.0049086,2
9.3468,-0.0014696,0.0041411,-0.0049123,2
9.3635,-0.0016667,0.0037664,-0.0053062,2
9.3802,-0.001487,0.0040531,-0.0051331,2
9.3969,-0.0014304,0.003993,-0.0050287,2
9.4135,-0.0015434,0.004113,-0.0051794,2
9.4302,-0.0014696,0.0042842,-0.0049562,2
9.4469,-0.001524,0.0043664,-0.0047317,2
9.4635,-0.0016045,0.0043523,-0.0048225,2
9.4802,-0.0015747,0.0043697,-0.0048619,2
9.4969,-0.0015109,0.0041539,-0.005176,2
9.5136,-0.0015127,0.0044074,-0.0044723,2
9.5302,-0.0015018,0.0041252,-0.0050229,2
9.5469,-0.0015361,0.004215,-0.0051237,2
9.5636,-0.0015324,0.0044025,-0.0048608,2
9.5802,-0.0016497,0.0044978,-0.0050231,2
9.5969,-0.0016487,0.0045554,-0.0047698,2
9.6136,-0.0017014,0.0044601,-0.004837,2
9.6302,-0.0017472,0.0044639,-0.0049808,2
9.6469,-0.0016862,0.004373,-0.005075,2
9.6636,-0.0016709,0.0042917,-0.005007,2
9.6803,-0.0016211,0.0043373,-0.005134,2
9.6969,-0.0016411,0.0043384,-0.0050515,2
9.7136,-0.0015354,0.0041842,-0.005275,2
9.7303,-0.0014784,0.0042406,-0.0051934,2
9.7469,-0.0015623,0.0042034,-0.005175,2
9.7636,-0.0015238,0.0041143,-0.0052657,2
9.7803,-0.001491,0.004118,-0.0052298,2
9.797,-0.0014496,0.0041111,-0.0050614,2
9.8136,-0.0015414,0.004049,-0.0051351,2
9.8303,-0.0014021,0.0041531,-0.0051779,2
9.847,-0.0015058,0.0042373,-0.0050471,2
9.8636,-0.0014837,0.0043211,-0.0050198,2
9.8803,-0.001578,0.0043947,-0.0052256,2
9.897,-0.0015559,0.0045326,-0.0051082,2
9.9136,-0.001598,0.0044265,-0.0050414,2
9.9303,-0.0015266,0.0045156,-0.0051613,2
9.947,-0.0015228,0.0045557,-0.0051012,2
9.9637,-0.0014331,0.0044188,-0.0049355,2
9.9803,-0.0014532,0.0044708,-0.0049735,2
9.997,-0.0014775,0.0045268,-0.0052766,2
10.014,-0.0015186,0.0045544,-0.0051229,2
10.03,-0.0015412,0.0043978,-0.0054043,2
10.047,-0.0015131,0.0045389,-0.0051847,2
10.064,-0.0015859,0.0043889,-0.0052839,2
10.08,-0.0014737,0.0046322,-0.0050115,2
10.097,-0.0015048,0.0045748,-0.0050196,2
10.114,-0.0015051,0.0045294,-0.004827,2
10.13,-0.0014177,0.004892,-0.0042737,2
10.147,-0.0014963,0.0044258,-0.0050541,2
10.164,-0.0013747,0.0048662,-0.0041136,2
10.18,-0.0013627,0.0044453,-0.0044132,2
10.197,-0.0014808,0.0041374,-0.0053461,2
10.214,-0.0015278,0.0041368,-0.0051934,2
10.23,-0.0015143,0.0039813,-0.0055584,2
10.247,-0.0014637,0.0041876,-0.0053517,2
10.264,-0.0015566,0.0041161,-0.00545,2
10.28,-0.0013365,0.0042942,-0.0052615,2
10.297,-0.0015152,0.0040979,-0.0052979,2
10.314,-0.001505,0.0040722,-0.0052272,2
10.33,-0.0014562,0.0040581,-0.005207,2
10.347,-0.0014613,0.0039819,-0.005282,2
10.364,-0.0014776,0.0042952,-0.0049571,2
10.38,-0.001381,0.0042245,-0.0051413,2
10.397,-0.0013326,0.0042984,-0.0053371,2
10.414,-0.0014013,0.0040389,-0.0057015,2
10.43,-0.0014372,0.0040616,-0.0056576,2
10.447,-0.0015033,0.0041683,-0.005547,2
10.464,-0.0015221,0.0045252,-0.0048374,2
10.48,-0.0015584,0.0042813,-0.0054135,2
10.497,-0.0015892,0.0044179,-0.0052841,2
10.514,-0.0014901,0.0047528,-0.0043414,2
10.53,-0.0015268,0.0043786,-0.0052057,2
10.547,-0.0015353,0.0039589,-0.0054395,2
10.564,-0.0015513,0.0041377,-0.0051397,2
10.58,-0.0016359,0.0042706,-0.0051818,2
10.597,-0.0014715,0.0044616,-0.0050219,2
10.614,-0.001672,0.0044322,-0.0050883,2
10.63,-0.0015776,0.005054,-0.0041078,2
10.647,-0.0015415,0.004479,-0.0049108,2
10.664,-0.0016131,0.0042518,-0.0052655,2
10.68,-0.001505,0.0049306,-0.0041136,2
10.697,-0.0015915,0.0047225,-0.0044349,2
10.714,-0.001573,0.0048787,-0.0044107,2
10.731,-0.0016301,0.004979,-0.0043021,2
10.747,-0.0016485,0.0050113,-0.0043484,2
10.764,-0.0016424,0.0048843,-0.0046135,2
10.781,-0.0016314,0.0046646,-0.004864,2
10.797,-0.0014705,0.0047581,-0.0047259,2
10.814,-0.0015526,0.0045195,-0.004787,2
10.831,-0.0016322,0.0041752,-0.0051442,2
10.847,-0.0015135,0.0043843,-0.0051658,2
10.864,-0.0014746,0.004699,-0.0045144,2
10.881,-0.0015548,0.0043872,-0.0050455,2
10.897,-0.0016792,0.0042213,-0.0053199,2
10.914,-0.0015546,0.0043762,-0.0051964,2
10.931,-0.0016943,0.0042025,-0.0053327,2
10.947,-0.0016488,0.0041035,-0.0051504,2
10.964,-0.0015223,0.0044043,-0.0052127,2
10.981,-0.0015298,0.0042554,-0.0053216,2
10.997,-0.0013668,0.0043574,-0.005127,2
11.014,-0.0014526,0.004138,-0.0053223,2
11.031,-0.001465,0.0041028,-0.0053886,2
11.047,-0.0014727,0.0040527,-0.005318,2
11.064,-0.0014053,0.0045105,-0.0044285,2
11.081,-0.0013743,0.0041521,-0.0052472,2
11.097,-0.0014189,0.0042091,-0.0053531,2
11.114,-0.0011779,0.0045323,-0.0051021,2
11.131,-0.0014632,0.0041951,-0.0054201,2
11.147,-0.0014568,0.0043103,-0.0053199,2
11.164,-0.0016798,0.0043045,-0.0053807,2
11.181,-0.0017252,0.0042386,-0.0056236,2
11.197,-0.0015875,0.0045142,-0.0051986,2
11.214,-0.001655,0.0043485,-0.0053186,2
11.231,-0.0013817,0.0048671,-0.0044071,2
11.247,-0.0013532,0.0048458,-0.0044189,2
11.264,-0.0013276,0.0044802,-0.0050811,2
11.281,-0.0012781,0.004813,-0.0042339,2
11.297,-0.0013119,0.004652,-0.004329,2
11.314,-0.0012765,0.0043227,-0.0052931,2
11.331,-0.0013873,0.0040649,-0.0054704,2
11.347,-0.0014932,0.0041234,-0.0055352,2
11.364,-0.0014121,0.0040931,-0.0054379,2
11.381,-0.0014121,0.0040456,-0.005631,2
11.397,-0.0013124,0.0040859,-0.0054237,2
11.414,-0.0013426,0.003847,-0.0054278,2
11.431,-0.0012592,0.0038522,-0.0053729,2
11.447,-0.0013344,0.0039461,-0.0051988,2
11.464,-0.0013193,0.0038445,-0.0050646,2
11.481,-0.0012185,0.0037559,-0.0051427,2
11.497,-0.0012155,0.0039969,-0.0050309,2
11.514,-0.001098,0.0040689,-0.0050855,2
11.531,-0.0012025,0.0039574,-0.0051099,2
11.547,-0.0011763,0.0040908,-0.0051406,2
11.564,-0.0012493,0.0043717,-0.0050349,2
11.581,-0.0013502,0.0042415,-0.005299,2
11.597,-0.0011448,0.0042849,-0.0051333,2
11.614,-0.001164,0.0044916,-0.0045976,2
11.631,-0.0013754,0.0041345,-0.0053242,2
11.647,-0.0013044,0.0039552,-0.0053243,2
11.664,-0.0012786,0.0037972,-0.0053956,2
11.681,-0.0014161,0.0041915,-0.0052268,2
11.697,-0.0013354,0.0041585,-0.005187,2
11.714,-0.0012472,0.0040781,-0.0051569,2
11.731,-0.0013196,0.0041637,-0.0050239,2
11.747,-0.0012883,0.0041926,-0.0049177,2
11.764,-0.0012465,0.0040099,-0.0047071,2
11.781,-0.0013028,0.0039637,-0.0048593,2
11.797,-0.0012922,0.0040333,-0.0049246,2
11.814,-0.0014239,0.0041051,-0.0049603,2
11.831,-0.0013777,0.0039557,-0.0051208,2
11.847,-0.0016175,0.0041144,-0.0052731,2
11.864,-0.0016022,0.004047,-0.005401,2
11.881,-0.0012546,0.004241,-0.0052292,2
11.897,-0.0014918,0.0041274,-0.0053153,2
11.914,-0.001508,0.0041159,-0.0052353,2
11.931,-0.0013504,0.0041518,-0.0052238,2
11.947,-0.0013647,0.0041139,-0.0053651,2
11.964,-0.0014407,0.0038951,-0.0052668,2
11.981,-0.0013524,0.0038721,-0.0054951,2
